status,recipient,memo,amount ZEC,tx id,verified-at
verified,u1y3untlvq77ntuw7f5g93nhtugwajggf4ta47zqcuy3z09y3sz9s336e0xmaxktzpt9fkt5sxeppa3s7q663dtuwa0m9p0wh95u2tz6a0,glasspane community support 01,0.00020000,9571fcf98f0d7b47ff1dfccc46f7c83412698a44b1aed147ed333800c95fe078,2026-07-12T10:41:34.389285+00:00
